zip,city,area_code,county,state,metro
60173,Schaumburg,847/224,Cook County,Illinois - IL,"Chicago, IL (1600)"
60179,Schaumburg,847/224,Cook County,Illinois - IL,"Chicago, IL (1600)"
60193,Schaumburg,847/224,Cook County,Illinois - IL,"Chicago, IL (1600)"
60194,Schaumburg,847/224,Cook County,Illinois - IL,"Chicago, IL (1600)"
60195,Schaumburg,847/224,Cook County,Illinois - IL,"Chicago, IL (1600)"
60196,Schaumburg,847/224,Cook County,Illinois - IL,"Chicago, IL (1600)"
60131,Schiller Park,847/224,Cook County,Illinois - IL,"Chicago, IL (1600)"
60176,Schiller Park,847/224,Cook County,Illinois - IL,"Chicago, IL (1600)"
60179,Sears Roebuck and Company,847/224,Cook County,Illinois - IL,"Chicago, IL (1600)"
60684,Sears Tower,312/872,Cook County,Illinois - IL,"Chicago, IL (1600)"
60086,Selective Service,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60550,Shabbona,815/779,DeKalb County,Illinois - IL,"Chicago, IL (1600)"
60404,Shorewood,708,Will County,Illinois - IL,"Chicago, IL (1600)"
60431,Shorewood,815/779,Will County,Illinois - IL,"Chicago, IL (1600)"
60435,Shorewood,815/779,Will County,Illinois - IL,"Chicago, IL (1600)"
60436,Shorewood,815/779,Will County,Illinois - IL,"Chicago, IL (1600)"
60076,Skokie,847/224,Cook County,Illinois - IL,"Chicago, IL (1600)"
60077,Skokie,847/224,Cook County,Illinois - IL,"Chicago, IL (1600)"
60118,Sleepy Hollow,847/224,Kane County,Illinois - IL,"Chicago, IL (1600)"
60401,Sollitt,708/464,Will County,Illinois - IL,"Chicago, IL (1600)"
60071,Solon Mills,815/779,McHenry County,Illinois - IL,"Chicago, IL (1600)"
60552,Somonauk,815/779,DeKalb County,Illinois - IL,"Chicago, IL (1600)"
60010,South Barrington,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60411,South Chicago Hei,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60411,South Chicago Heights,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60177,South Elgin,847/224,Kane County,Illinois - IL,"Chicago, IL (1600)"
60473,South Holland,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60499,South Suburban,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60499,South Suburbn,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60474,South Wilmington,815/779,Grundy County,Illinois - IL,"Chicago, IL (1600)"
60081,Spring Grove,815/779,McHenry County,Illinois - IL,"Chicago, IL (1600)"
60041,Stanton Point,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60664,State of Il,312/872,Cook County,Illinois - IL,"Chicago, IL (1600)"
60435,Stateville,815/779,Will County,Illinois - IL,"Chicago, IL (1600)"
60475,Steger,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60402,Stickney,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60638,Stickney,773,Cook County,Illinois - IL,"Chicago, IL (1600)"
60609,Stock Yards,773,Cook County,Illinois - IL,"Chicago, IL (1600)"
60165,Stone Park,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60107,Streamwood,630/331,Cook County,Illinois - IL,"Chicago, IL (1600)"
60554,Sugar Grove,630/331,Kane County,Illinois - IL,"Chicago, IL (1600)"
60501,Summit,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60501,Summit Argo,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60501,Summit-Argo,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60050,Sunnyside,815/779,McHenry County,Illinois - IL,"Chicago, IL (1600)"
60178,Sycamore,815/779,DeKalb County,Illinois - IL,"Chicago, IL (1600)"
60481,Symerton,815/779,Will County,Illinois - IL,"Chicago, IL (1600)"
60082,Techny,847/224,Cook County,Illinois - IL,"Chicago, IL (1600)"
60030,Third Lake,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60476,Thornton,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60010,Timber Lake,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60477,Tinley Park,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60478,Tinley Park,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60487,Tinley Park,708,Cook County,Illinois - IL,"Chicago, IL (1600)"
60010,Tower Lakes,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60013,Trout Valley,847/224,McHenry County,Illinois - IL,"Chicago, IL (1600)"
60616,Twenty Second Street,312/872,Cook County,Illinois - IL,"Chicago, IL (1600)"
60180,Union,815/779,McHenry County,Illinois - IL,"Chicago, IL (1600)"
60466,University Park,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60484,University Park,708/464,Will County,Illinois - IL,"Chicago, IL (1600)"
60699,USPS District Chicago,312/872,Cook County,Illinois - IL,"Chicago, IL (1600)"
60145,Valley View,815/779,DeKalb County,Illinois - IL,"Chicago, IL (1600)"
60174,Valley View,630/331,Kane County,Illinois - IL,"Chicago, IL (1600)"
60046,Venetian Village,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60061,Vernon Hills,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60479,Verona,815/779,Grundy County,Illinois - IL,"Chicago, IL (1600)"
60181,Villa Park,630/331,Du Page County,Illinois - IL,"Chicago, IL (1600)"
60014,Village of Lakewood,815/779,McHenry County,Illinois - IL,"Chicago, IL (1600)"
60151,Virgil,815/779,Kane County,Illinois - IL,"Chicago, IL (1600)"
60014,Vlg of Lakewd,815/779,McHenry County,Illinois - IL,"Chicago, IL (1600)"
60020,Volo,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60030,Volo,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60041,Volo,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60051,Volo,815/779,McHenry County,Illinois - IL,"Chicago, IL (1600)"
60073,Volo,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60002,Wadsworth,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60083,Wadsworth,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60555,Warrenville,630/331,Du Page County,Illinois - IL,"Chicago, IL (1600)"
60183,Wasco,630/331,Kane County,Illinois - IL,"Chicago, IL (1600)"
60556,Waterman,815/779,DeKalb County,Illinois - IL,"Chicago, IL (1600)"
60084,Wauconda,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60079,Waukegan,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60085,Waukegan,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60087,Waukegan,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60184,Wayne,630/331,Du Page County,Illinois - IL,"Chicago, IL (1600)"
60185,West Chicago,630/331,Du Page County,Illinois - IL,"Chicago, IL (1600)"
60186,West Chicago,630/331,Du Page County,Illinois - IL,"Chicago, IL (1600)"
60118,West Dundee,847/224,Kane County,Illinois - IL,"Chicago, IL (1600)"
60046,West Miltmore,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60154,Westchester,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60558,Western Sprgs,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60558,Western Springs,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60559,Westmont,630/331,Du Page County,Illinois - IL,"Chicago, IL (1600)"
60187,Wheaton,630/331,Du Page County,Illinois - IL,"Chicago, IL (1600)"
60189,Wheaton,630/331,Du Page County,Illinois - IL,"Chicago, IL (1600)"
60090,Wheeling,847/224,Cook County,Illinois - IL,"Chicago, IL (1600)"
60622,Wicker Park,773,Cook County,Illinois - IL,"Chicago, IL (1600)"
60642,Wicker Park,773,Cook County,Illinois - IL,"Chicago, IL (1600)"
60030,Wildwood,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60527,Willow Brook,630/331,Du Page County,Illinois - IL,"Chicago, IL (1600)"
60480,Willow Springs,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60527,Willowbrook,630/331,Du Page County,Illinois - IL,"Chicago, IL (1600)"
60091,Wilmette,847/224,Cook County,Illinois - IL,"Chicago, IL (1600)"
60481,Wilmington,815/779,Will County,Illinois - IL,"Chicago, IL (1600)"
60442,Wilton Center,815/779,Will County,Illinois - IL,"Chicago, IL (1600)"
60190,Winfield,630/331,Du Page County,Illinois - IL,"Chicago, IL (1600)"
60093,Winnetka,847/224,Cook County,Illinois - IL,"Chicago, IL (1600)"
60096,Winthrop Harbor,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60096,Winthrop Hbr,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
60097,Wonder Lake,815/779,McHenry County,Illinois - IL,"Chicago, IL (1600)"
60191,Wood Dale,630/331,Du Page County,Illinois - IL,"Chicago, IL (1600)"
60399,Wood Dale,708/464,Du Page County,Illinois - IL,"Chicago, IL (1600)"
60517,Woodridge,630/331,Du Page County,Illinois - IL,"Chicago, IL (1600)"
60098,Woodstock,815/779,McHenry County,Illinois - IL,"Chicago, IL (1600)"
60482,Worth,708/464,Cook County,Illinois - IL,"Chicago, IL (1600)"
60038,Ww Grainger Inc,847/224,Cook County,Illinois - IL,"Chicago, IL (1600)"
60560,Yorkville,630/331,Kendall County,Illinois - IL,"Chicago, IL (1600)"
60099,Zion,847/224,Lake County,Illinois - IL,"Chicago, IL (1600)"
